#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NUP133	WWOX	9606.ENSP00000261396	9606.ENSP00000457230	0	0	0	0	0.055	0.466	0	0.091	0.501
NUP133	UPF3B	9606.ENSP00000261396	9606.ENSP00000276201	0	0	0	0	0.087	0	0.500	0.093	0.550
NUP133	WDR73	9606.ENSP00000261396	9606.ENSP00000387982	0	0	0	0	0.127	0.095	0	0.571	0.632
NUP133	NUP188	9606.ENSP00000261396	9606.ENSP00000361658	0	0	0	0	0.203	0.800	0.500	0.742	0.976
NUP133	NUP62	9606.ENSP00000261396	9606.ENSP00000471191	0	0	0	0	0.145	0.949	0.500	0.797	0.995
NUP133	NUP54	9606.ENSP00000261396	9606.ENSP00000264883	0	0	0	0	0.302	0.969	0.500	0.736	0.996
NUP133	NUP205	9606.ENSP00000261396	9606.ENSP00000285968	0	0	0	0	0.419	0.965	0.500	0.811	0.997
NUP133	NUP37	9606.ENSP00000261396	9606.ENSP00000448054	0	0	0	0	0.189	0.998	0.900	0.997	0.999
NUP133	NUP160	9606.ENSP00000261396	9606.ENSP00000367721	0	0	0	0	0.367	0.984	0.900	0.999	0.999
NUP160	NUP85	9606.ENSP00000367721	9606.ENSP00000245544	0	0	0	0	0.274	0.974	0.900	0.998	0.999
NUP160	THOC2	9606.ENSP00000367721	9606.ENSP00000245838	0	0	0	0	0.075	0	0.400	0.205	0.520
NUP160	NUP54	9606.ENSP00000367721	9606.ENSP00000264883	0	0	0	0	0.290	0.800	0.500	0.765	0.981
NUP160	UPF3B	9606.ENSP00000367721	9606.ENSP00000276201	0	0	0	0	0.074	0	0.500	0	0.517
NUP160	NUP205	9606.ENSP00000367721	9606.ENSP00000285968	0	0	0	0	0.813	0.886	0.500	0.811	0.997
NUP160	THOC6	9606.ENSP00000367721	9606.ENSP00000326531	0	0	0	0	0.097	0	0.400	0.165	0.508
NUP160	SLC39A13	9606.ENSP00000367721	9606.ENSP00000354689	0	0	0	0	0	0	0	0.453	0.453
NUP160	NUP188	9606.ENSP00000367721	9606.ENSP00000361658	0	0	0	0	0.385	0.800	0.500	0.865	0.990
NUP160	NUP62	9606.ENSP00000367721	9606.ENSP00000471191	0	0	0	0	0.133	0.830	0.500	0.794	0.982
NUP160	NUP37	9606.ENSP00000367721	9606.ENSP00000448054	0	0	0	0	0.127	0.953	0.900	0.997	0.999
NUP188	NUP85	9606.ENSP00000361658	9606.ENSP00000245544	0	0	0	0	0.183	0.800	0.800	0.788	0.992
NUP188	THOC2	9606.ENSP00000361658	9606.ENSP00000245838	0	0	0	0	0.058	0	0.400	0.116	0.456
NUP188	NUP54	9606.ENSP00000361658	9606.ENSP00000264883	0	0	0	0	0.072	0.879	0.500	0.701	0.981
NUP188	UPF3B	9606.ENSP00000361658	9606.ENSP00000276201	0	0	0	0	0.054	0	0.500	0	0.506
NUP188	NUP205	9606.ENSP00000361658	9606.ENSP00000285968	0	0	0	0	0.582	0.914	0.800	0.994	0.999
NUP188	USP48	9606.ENSP00000361658	9606.ENSP00000309262	0	0	0	0	0.049	0.722	0	0	0.724
NUP188	THOC6	9606.ENSP00000361658	9606.ENSP00000326531	0	0	0	0	0.061	0	0.400	0.166	0.489
NUP188	RFWD3	9606.ENSP00000361658	9606.ENSP00000354361	0	0	0	0	0.445	0	0	0	0.445
NUP188	NUP62	9606.ENSP00000361658	9606.ENSP00000471191	0	0	0	0	0.074	0.825	0.500	0.820	0.983
NUP188	NUP37	9606.ENSP00000361658	9606.ENSP00000448054	0	0	0	0	0.063	0.800	0.500	0.844	0.983
NUP205	NUP85	9606.ENSP00000285968	9606.ENSP00000245544	0	0	0	0	0.219	0.968	0.800	0.807	0.998
NUP205	THOC2	9606.ENSP00000285968	9606.ENSP00000245838	0	0	0	0	0.143	0	0.400	0.208	0.557
NUP205	POLR1A	9606.ENSP00000285968	9606.ENSP00000263857	0	0	0	0	0.411	0	0	0.065	0.425
NUP205	NUP54	9606.ENSP00000285968	9606.ENSP00000264883	0	0	0	0	0.129	0.994	0.500	0.816	0.999
NUP205	SIK1	9606.ENSP00000285968	9606.ENSP00000270162	0	0	0	0	0	0	0	0.452	0.452
NUP205	UPF3B	9606.ENSP00000285968	9606.ENSP00000276201	0	0	0	0	0.068	0	0.500	0	0.514
NUP205	PHGDH	9606.ENSP00000285968	9606.ENSP00000493382	0	0	0	0	0.084	0	0	0.376	0.404
NUP205	THOC6	9606.ENSP00000285968	9606.ENSP00000326531	0	0	0	0	0.063	0	0.400	0	0.413
NUP205	NUP37	9606.ENSP00000285968	9606.ENSP00000448054	0	0	0	0	0.194	0.826	0.500	0.797	0.983
NUP205	NUP62	9606.ENSP00000285968	9606.ENSP00000471191	0	0	0	0	0.167	0.977	0.500	0.849	0.998
NUP37	NUP85	9606.ENSP00000448054	9606.ENSP00000245544	0	0	0	0	0.217	0.998	0.900	0.997	0.999
NUP37	THOC2	9606.ENSP00000448054	9606.ENSP00000245838	0	0	0	0	0.120	0.118	0.400	0.052	0.499
NUP37	NUP54	9606.ENSP00000448054	9606.ENSP00000264883	0	0	0	0	0.181	0.800	0.500	0.662	0.968
NUP37	UPF3B	9606.ENSP00000448054	9606.ENSP00000276201	0	0	0	0	0.068	0.062	0.500	0	0.524
NUP37	ZNF335	9606.ENSP00000448054	9606.ENSP00000325326	0	0	0	0	0	0.095	0	0.403	0.437
NUP37	THOC6	9606.ENSP00000448054	9606.ENSP00000326531	0	0	0	0	0.163	0	0.400	0	0.476
NUP37	NUP62	9606.ENSP00000448054	9606.ENSP00000471191	0	0	0	0	0.060	0.830	0.500	0.786	0.980
NUP54	NUP85	9606.ENSP00000264883	9606.ENSP00000245544	0	0	0	0	0.205	0.962	0.500	0.821	0.996
NUP54	THOC2	9606.ENSP00000264883	9606.ENSP00000245838	0	0	0	0	0.108	0	0.400	0.105	0.479
NUP54	THOC6	9606.ENSP00000264883	9606.ENSP00000326531	0	0	0	0	0.075	0	0.400	0	0.421
NUP54	TNPO2	9606.ENSP00000264883	9606.ENSP00000407182	0	0	0	0	0.065	0.286	0	0.304	0.495
NUP54	UPF3B	9606.ENSP00000264883	9606.ENSP00000276201	0	0	0	0	0.062	0	0.500	0	0.510
NUP54	NUP62	9606.ENSP00000264883	9606.ENSP00000471191	0	0	0	0	0.091	0.996	0.900	0.998	0.999
NUP62	TARDBP	9606.ENSP00000471191	9606.ENSP00000240185	0	0	0	0	0.099	0	0	0.372	0.410
NUP62	NUP85	9606.ENSP00000471191	9606.ENSP00000245544	0	0	0	0	0.298	0.935	0.500	0.805	0.995
NUP62	THOC2	9606.ENSP00000471191	9606.ENSP00000245838	0	0	0	0	0.120	0	0.400	0.242	0.565
NUP62	UPF3B	9606.ENSP00000471191	9606.ENSP00000276201	0	0	0	0	0.067	0	0.500	0.060	0.523
NUP62	SNIP1	9606.ENSP00000471191	9606.ENSP00000296215	0	0	0	0	0.063	0	0	0.397	0.410
NUP62	THOC6	9606.ENSP00000471191	9606.ENSP00000326531	0	0	0	0	0.060	0	0.400	0.268	0.551
NUP62	TNPO2	9606.ENSP00000471191	9606.ENSP00000407182	0	0	0	0	0.109	0	0	0.796	0.811
NUP62	PHGDH	9606.ENSP00000471191	9606.ENSP00000493382	0	0	0	0	0.104	0	0	0.410	0.449
NUP85	SIK1	9606.ENSP00000245544	9606.ENSP00000270162	0	0	0	0	0.052	0	0	0.440	0.446
NUP85	RPGRIP1L	9606.ENSP00000245544	9606.ENSP00000493946	0	0	0	0	0.055	0	0	0.450	0.458
NUP85	THOC6	9606.ENSP00000245544	9606.ENSP00000326531	0	0	0	0	0.074	0	0.400	0.141	0.481
NUP85	UPF3B	9606.ENSP00000245544	9606.ENSP00000276201	0	0	0	0	0.053	0	0.500	0	0.506
NUP85	THOC2	9606.ENSP00000245544	9606.ENSP00000245838	0	0	0	0	0.060	0	0.400	0.202	0.510
NXN	SIL1	9606.ENSP00000337443	9606.ENSP00000265195	0	0	0	0	0.047	0	0	0.452	0.456
NYX	ROBO4	9606.ENSP00000340328	9606.ENSP00000304945	0	0	0	0	0.106	0.406	0	0.181	0.527
OBSCN	SYNE2	9606.ENSP00000455507	9606.ENSP00000350719	0	0	0	0	0.083	0.071	0	0.387	0.432
OBSCN	SYNE1	9606.ENSP00000455507	9606.ENSP00000356224	0	0	0	0	0.083	0.071	0	0.590	0.621
OBSCN	RNF212	9606.ENSP00000455507	9606.ENSP00000389709	0	0	0	0	0.048	0	0	0.433	0.437
OCLN	SYNE4	9606.ENSP00000347379	9606.ENSP00000316130	0	0	0	0	0.059	0.410	0	0	0.421
OPA3	TMEM70	9606.ENSP00000319817	9606.ENSP00000312599	0	0	0	0	0	0	0	0.521	0.521
OPA3	PNPT1	9606.ENSP00000319817	9606.ENSP00000400646	0	0	0	0	0.060	0	0	0.389	0.401
OPA3	TIMM50	9606.ENSP00000319817	9606.ENSP00000445806	0	0	0	0	0.097	0.228	0	0.251	0.432
OPA3	SERAC1	9606.ENSP00000319817	9606.ENSP00000496731	0	0	0	0	0.085	0	0	0.581	0.600
ORAI1	TRPM4	9606.ENSP00000482568	9606.ENSP00000252826	0	0	0	0	0.047	0	0	0.484	0.488
ORAI1	TRPV6	9606.ENSP00000482568	9606.ENSP00000352358	0	0	0	0	0	0	0	0.587	0.587
ORAI1	TRPV4	9606.ENSP00000482568	9606.ENSP00000406191	0	0	0	0	0	0	0	0.493	0.493
ORAI1	TRPM7	9606.ENSP00000482568	9606.ENSP00000495860	0	0	0	0	0.047	0	0	0.598	0.601
OTOA	SLC26A5	9606.ENSP00000496564	9606.ENSP00000304783	0	0	0	0	0	0	0	0.506	0.506
OTOA	WHRN	9606.ENSP00000496564	9606.ENSP00000354623	0	0	0	0	0	0	0	0.515	0.515
OTOA	TPRN	9606.ENSP00000496564	9606.ENSP00000387100	0	0	0	0	0	0	0	0.545	0.545
OTOA	TMPRSS3	9606.ENSP00000496564	9606.ENSP00000411013	0	0	0	0	0	0	0	0.667	0.667
OTOA	USH1G	9606.ENSP00000496564	9606.ENSP00000480279	0	0	0	0	0	0	0	0.424	0.424
OTOA	PDZD7	9606.ENSP00000496564	9606.ENSP00000480489	0	0	0	0	0.042	0	0	0.449	0.450
OTULIN	TAB2	9606.ENSP00000284274	9606.ENSP00000356426	0	0	0	0	0.095	0	0	0.370	0.405
OTULIN	TRIM32	9606.ENSP00000284274	9606.ENSP00000408292	0	0	0	0	0.049	0.292	0	0.305	0.491
P2RX2	PANX1	9606.ENSP00000343339	9606.ENSP00000227638	0	0	0	0	0	0	0	0.705	0.705
P2RX2	P2RY12	9606.ENSP00000343339	9606.ENSP00000307259	0	0	0	0	0	0	0	0.679	0.679
P2RX2	SLC17A9	9606.ENSP00000343339	9606.ENSP00000359376	0	0	0	0	0.044	0	0	0.447	0.448
P2RX2	TRPV4	9606.ENSP00000343339	9606.ENSP00000406191	0	0	0	0	0.043	0	0	0.472	0.473
P2RY12	PANX1	9606.ENSP00000307259	9606.ENSP00000227638	0	0	0	0	0	0	0	0.489	0.489
P3H1	UQCC2	9606.ENSP00000236040	9606.ENSP00000476140	0	0	0	0	0.049	0.429	0	0	0.433
P3H1	VPS37D	9606.ENSP00000236040	9606.ENSP00000320416	0	0	0	0	0	0.448	0	0	0.448
P3H1	P3H2	9606.ENSP00000236040	9606.ENSP00000316881	0	0	0.058	0.930	0.056	0	0.400	0.103	0.457
P3H2	SLC39A5	9606.ENSP00000316881	9606.ENSP00000266980	0	0	0	0	0.057	0	0	0.627	0.634
P3H2	RBMX	9606.ENSP00000316881	9606.ENSP00000359645	0	0	0	0	0	0.424	0	0	0.424
PADI6	TLE6	9606.ENSP00000483125	9606.ENSP00000246112	0	0	0	0	0	0	0	0.950	0.950
PADI6	SLC45A2	9606.ENSP00000483125	9606.ENSP00000296589	0	0	0	0	0	0	0	0.441	0.441
PADI6	ZFP57	9606.ENSP00000483125	9606.ENSP00000418259	0	0	0	0	0	0	0	0.400	0.400
PADI6	TUBB8	9606.ENSP00000483125	9606.ENSP00000456206	0	0	0	0	0.062	0	0	0.418	0.430
PALB2	STN1	9606.ENSP00000261584	9606.ENSP00000224950	0	0	0	0	0	0	0	0.600	0.600
PALB2	RINT1	9606.ENSP00000261584	9606.ENSP00000257700	0	0	0	0	0.098	0	0	0.474	0.505
PALB2	RNF43	9606.ENSP00000261584	9606.ENSP00000463069	0	0	0	0	0.044	0	0	0.400	0.402
PALB2	RNASEH1	9606.ENSP00000261584	9606.ENSP00000313350	0.086	0	0	0	0.111	0	0	0.331	0.409
PALB2	RABL3	9606.ENSP00000261584	9606.ENSP00000273375	0	0	0	0	0.062	0.297	0	0.186	0.417
PALB2	WWOX	9606.ENSP00000261584	9606.ENSP00000457230	0.053	0	0	0	0.157	0	0.215	0.184	0.420
PALB2	SMARCAL1	9606.ENSP00000261584	9606.ENSP00000349823	0	0	0	0	0.082	0	0	0.484	0.507
PALB2	PHF21A	9606.ENSP00000261584	9606.ENSP00000398824	0	0	0	0	0	0	0.540	0	0.540
PALB2	RAD54B	9606.ENSP00000261584	9606.ENSP00000336606	0	0	0	0	0.174	0	0	0.481	0.553
PALB2	RFWD3	9606.ENSP00000261584	9606.ENSP00000354361	0	0	0	0	0.097	0	0	0.541	0.567
PALB2	PUS7	9606.ENSP00000261584	9606.ENSP00000417402	0	0	0	0	0.108	0.584	0	0	0.613
PALB2	PALLD	9606.ENSP00000261584	9606.ENSP00000425556	0	0	0	0	0	0	0	0.614	0.614
PALB2	RTEL1	9606.ENSP00000261584	9606.ENSP00000353332	0	0	0	0	0.116	0	0.400	0.342	0.621
PALB2	UBE2T	9606.ENSP00000261584	9606.ENSP00000494957	0	0	0	0	0.145	0	0	0.581	0.626
PALB2	PMPCA	9606.ENSP00000261584	9606.ENSP00000360782	0	0	0	0	0.129	0.643	0	0.139	0.709
PALB2	SLX4	9606.ENSP00000261584	9606.ENSP00000294008	0.056	0	0	0	0.078	0	0.500	0.732	0.868
PALB2	RNF168	9606.ENSP00000261584	9606.ENSP00000320898	0	0	0	0	0.044	0.292	0	0.889	0.918
PALLD	SASH1	9606.ENSP00000425556	9606.ENSP00000356437	0	0	0	0	0.097	0	0	0.473	0.503
PAM16	PMPCA	9606.ENSP00000315693	9606.ENSP00000360782	0	0	0	0	0.114	0.132	0.400	0.472	0.724
PAM16	TIMM22	9606.ENSP00000315693	9606.ENSP00000320236	0	0	0	0	0.145	0	0.500	0.572	0.801
PAM16	TIMM50	9606.ENSP00000315693	9606.ENSP00000445806	0	0	0	0	0.136	0.498	0.540	0.879	0.972
PANK4	TNIK	9606.ENSP00000498888	9606.ENSP00000399511	0	0	0	0	0.042	0	0	0.475	0.476
PANX1	SLC17A9	9606.ENSP00000227638	9606.ENSP00000359376	0	0	0	0	0	0	0	0.479	0.479
PANX1	TRPV4	9606.ENSP00000227638	9606.ENSP00000406191	0	0	0	0	0	0	0	0.514	0.514
PBRM1	PHIP	9606.ENSP00000386593	9606.ENSP00000275034	0	0	0	0.547	0.375	0.314	0	0.088	0.575
PBRM1	SETD2	9606.ENSP00000386593	9606.ENSP00000386759	0	0	0	0	0.333	0.091	0	0.857	0.906
PCARE	PRPF6	9606.ENSP00000332809	9606.ENSP00000266079	0	0	0	0	0	0	0	0.447	0.447
PCARE	SNRNP200	9606.ENSP00000332809	9606.ENSP00000317123	0	0	0	0	0	0	0	0.702	0.702
PCARE	PRPF31	9606.ENSP00000332809	9606.ENSP00000324122	0	0	0	0	0	0	0	0.749	0.749
PCARE	WHRN	9606.ENSP00000332809	9606.ENSP00000354623	0	0	0	0	0	0	0	0.412	0.412
PCARE	USH1G	9606.ENSP00000332809	9606.ENSP00000480279	0	0	0	0	0.044	0	0	0.449	0.451
PCARE	PDZD7	9606.ENSP00000332809	9606.ENSP00000480489	0	0	0	0	0	0	0	0.474	0.474
PCARE	RPGRIP1	9606.ENSP00000332809	9606.ENSP00000382895	0	0	0	0	0.103	0	0	0.447	0.482
PCARE	SPATA7	9606.ENSP00000332809	9606.ENSP00000377176	0	0	0	0	0	0	0	0.670	0.670
PCARE	SEMA4A	9606.ENSP00000332809	9606.ENSP00000357265	0	0	0	0	0	0	0	0.688	0.688
PCARE	TTC8	9606.ENSP00000332809	9606.ENSP00000482306	0	0	0	0	0	0	0	0.746	0.746
PCARE	PRCD	9606.ENSP00000332809	9606.ENSP00000467661	0	0	0	0	0.044	0	0	0.832	0.832
PCDH19	PLCB1	9606.ENSP00000362125	9606.ENSP00000338185	0	0	0	0	0.066	0	0	0.704	0.711
PCDH19	PRICKLE1	9606.ENSP00000362125	9606.ENSP00000345064	0	0	0	0	0.076	0.092	0	0.360	0.416
PCDH19	SRPX2	9606.ENSP00000362125	9606.ENSP00000362095	0	0	0	0	0.084	0	0	0.392	0.420
PCDH19	SHANK3	9606.ENSP00000362125	9606.ENSP00000489407	0	0	0	0	0.083	0.046	0	0.522	0.546
PCDH19	PRRT2	9606.ENSP00000362125	9606.ENSP00000456226	0	0	0	0	0.082	0	0	0.643	0.658
PDP1	TMEM67	9606.ENSP00000379503	9606.ENSP00000389998	0	0.408	0	0	0.045	0	0	0	0.411
PDP1	PPM1K	9606.ENSP00000379503	9606.ENSP00000477341	0	0	0	0	0.048	0.065	0	0.545	0.559
PDSS1	PDSS2	9606.ENSP00000365388	9606.ENSP00000358033	0	0	0.147	0.619	0.060	0	0.900	0.799	0.981
PDSS1	UBIAD1	9606.ENSP00000365388	9606.ENSP00000366006	0.099	0	0	0	0.049	0	0.429	0.346	0.637
PDSS2	TRIT1	9606.ENSP00000358033	9606.ENSP00000321810	0.099	0	0	0	0.235	0	0.152	0.233	0.492
PDSS2	SMARCAL1	9606.ENSP00000358033	9606.ENSP00000349823	0	0	0	0	0.190	0.053	0	0.529	0.607
PDSS2	SQOR	9606.ENSP00000358033	9606.ENSP00000456019	0	0	0	0	0.108	0	0	0.391	0.433
PDSS2	QRSL1	9606.ENSP00000358033	9606.ENSP00000358042	0	0	0	0	0.321	0	0	0.314	0.514
PDSS2	WDR73	9606.ENSP00000358033	9606.ENSP00000387982	0	0	0	0	0.060	0	0	0.507	0.516
PDSS2	PLCE1	9606.ENSP00000358033	9606.ENSP00000360431	0	0	0	0	0	0	0	0.571	0.571
PDSS2	UBIAD1	9606.ENSP00000358033	9606.ENSP00000366006	0.099	0	0	0	0.139	0	0.429	0.335	0.666
PDZD7	WHRN	9606.ENSP00000480489	9606.ENSP00000354623	0	0	0	0.599	0	0	0.720	0.816	0.946
PDZD7	TPRN	9606.ENSP00000480489	9606.ENSP00000387100	0	0	0	0	0	0.111	0	0.483	0.521
PDZD7	STRC	9606.ENSP00000480489	9606.ENSP00000401513	0	0	0	0	0.072	0.085	0	0.611	0.640
PDZD7	USH1G	9606.ENSP00000480489	9606.ENSP00000480279	0	0	0	0	0	0.099	0	0.965	0.968
PERP	PIDD1	9606.ENSP00000397157	9606.ENSP00000337797	0	0	0	0	0	0	0	0.448	0.448
PGAP2	PIGU	9606.ENSP00000278243	9606.ENSP00000217446	0	0	0	0	0.192	0.102	0	0.411	0.535
PGAP2	VPS13B	9606.ENSP00000278243	9606.ENSP00000351346	0	0	0	0	0.064	0	0	0.473	0.486
PGAP2	PIGG	9606.ENSP00000278243	9606.ENSP00000415203	0	0	0	0	0.049	0	0	0.682	0.685
PGAP2	PIGN	9606.ENSP00000278243	9606.ENSP00000492233	0	0	0	0	0.060	0	0	0.712	0.718
PGAP2	PIGW	9606.ENSP00000278243	9606.ENSP00000482202	0	0	0	0	0.059	0.067	0	0.816	0.825
PGAP2	PIGO	9606.ENSP00000278243	9606.ENSP00000367880	0	0	0	0	0.103	0	0	0.854	0.863
PGAP2	PGAP3	9606.ENSP00000278243	9606.ENSP00000300658	0	0	0	0	0.140	0.110	0	0.858	0.882
PGAP2	PIGV	9606.ENSP00000278243	9606.ENSP00000363260	0	0	0	0	0.255	0.085	0	0.844	0.884
PGAP3	PIGN	9606.ENSP00000300658	9606.ENSP00000492233	0	0	0	0	0.049	0.053	0	0.430	0.442
PGAP3	PIGG	9606.ENSP00000300658	9606.ENSP00000415203	0	0	0	0	0.067	0.053	0	0.617	0.632
PGAP3	PIGO	9606.ENSP00000300658	9606.ENSP00000367880	0	0	0	0	0.138	0.053	0	0.735	0.765
PGAP3	PIGV	9606.ENSP00000300658	9606.ENSP00000363260	0	0	0	0	0.140	0	0	0.739	0.766
PGAP3	PIGW	9606.ENSP00000300658	9606.ENSP00000482202	0	0	0	0	0	0	0	0.772	0.772
PHF21A	SIN3B	9606.ENSP00000398824	9606.ENSP00000369131	0	0	0	0	0.074	0.114	0	0.432	0.494
PHF21A	SETD1B	9606.ENSP00000398824	9606.ENSP00000474253	0	0	0	0	0.161	0.112	0	0.263	0.403
PHF6	PHIP	9606.ENSP00000329097	9606.ENSP00000275034	0	0	0	0	0.147	0.329	0	0.129	0.459
PHF6	SUZ12	9606.ENSP00000329097	9606.ENSP00000316578	0	0	0	0	0.156	0.310	0	0.490	0.677
PHF6	SETD2	9606.ENSP00000329097	9606.ENSP00000386759	0	0	0	0	0.133	0	0	0.369	0.429
PHF6	TET2	9606.ENSP00000329097	9606.ENSP00000442788	0	0	0	0	0.081	0	0	0.694	0.706
PHF6	SETBP1	9606.ENSP00000329097	9606.ENSP00000497406	0	0	0	0	0	0.109	0	0.717	0.737
PHGDH	TARDBP	9606.ENSP00000493382	9606.ENSP00000240185	0	0	0	0	0.052	0.137	0	0.491	0.548
PHGDH	SIL1	9606.ENSP00000493382	9606.ENSP00000265195	0	0	0	0	0.146	0.272	0	0.159	0.431
PHGDH	PSAT1	9606.ENSP00000493382	9606.ENSP00000365773	0.115	0.409	0	0	0.946	0.225	0.979	0.892	0.999
PHGDH	RACGAP1	9606.ENSP00000493382	9606.ENSP00000404190	0	0	0	0	0.142	0	0	0.341	0.410
PHIP	THOC2	9606.ENSP00000275034	9606.ENSP00000245838	0	0	0	0	0.619	0	0	0	0.619
PHIP	TNRC6A	9606.ENSP00000275034	9606.ENSP00000379144	0	0	0	0	0.123	0.421	0	0	0.471
PHIP	UBR1	9606.ENSP00000275034	9606.ENSP00000290650	0	0	0	0	0.467	0.100	0	0.047	0.503
PHIP	SMCHD1	9606.ENSP00000275034	9606.ENSP00000326603	0	0	0	0	0.567	0	0	0.046	0.570
PHIP	RHOBTB2	9606.ENSP00000275034	9606.ENSP00000427926	0	0	0	0	0	0.213	0.500	0	0.590
PHYKPL	SPG21	9606.ENSP00000310978	9606.ENSP00000204566	0	0	0	0	0.055	0	0	0.487	0.495
PHYKPL	UPB1	9606.ENSP00000310978	9606.ENSP00000324343	0.058	0	0	0	0.189	0	0.218	0.137	0.416
PHYKPL	SEPSECS	9606.ENSP00000310978	9606.ENSP00000371535	0.057	0	0	0	0.122	0.092	0.259	0.137	0.432
PIDD1	TRIM32	9606.ENSP00000337797	9606.ENSP00000408292	0	0	0	0	0	0.124	0	0.418	0.468
PIEZO2	TRPM4	9606.ENSP00000421377	9606.ENSP00000252826	0	0	0	0	0	0	0	0.418	0.418
PIEZO2	TRPM3	9606.ENSP00000421377	9606.ENSP00000366314	0	0	0	0	0.044	0	0	0.405	0.407
PIEZO2	TRPV4	9606.ENSP00000421377	9606.ENSP00000406191	0	0	0	0	0	0	0	0.692	0.692
PIEZO2	TRPM7	9606.ENSP00000421377	9606.ENSP00000495860	0	0	0	0	0	0	0	0.402	0.402
PIGG	PIGU	9606.ENSP00000415203	9606.ENSP00000217446	0	0	0	0	0.085	0.107	0	0.375	0.445
PIGG	PIGV	9606.ENSP00000415203	9606.ENSP00000363260	0	0	0	0	0.135	0.087	0	0.774	0.806
PIGG	PIGO	9606.ENSP00000415203	9606.ENSP00000367880	0	0	0	0.614	0.334	0.091	0	0.447	0.636
PIGG	UVSSA	9606.ENSP00000415203	9606.ENSP00000425130	0	0	0	0	0.160	0	0	0.334	0.417
PIGG	PIGN	9606.ENSP00000415203	9606.ENSP00000492233	0	0	0	0.550	0.095	0	0	0.571	0.595
PIGG	PIGW	9606.ENSP00000415203	9606.ENSP00000482202	0	0	0	0	0	0	0	0.737	0.737
PIGN	PIGU	9606.ENSP00000492233	9606.ENSP00000217446	0	0	0	0	0.085	0.182	0	0.329	0.454
PIGN	TXNDC15	9606.ENSP00000492233	9606.ENSP00000351157	0	0	0	0	0.060	0.534	0	0	0.543
PIGN	PIGV	9606.ENSP00000492233	9606.ENSP00000363260	0	0	0	0	0.174	0.067	0.900	0.732	0.976
PIGN	PIGO	9606.ENSP00000492233	9606.ENSP00000367880	0	0	0	0.549	0.085	0.088	0	0.546	0.588
PIGN	PIGW	9606.ENSP00000492233	9606.ENSP00000482202	0	0	0	0	0.042	0	0	0.773	0.774
PIGO	PIGU	9606.ENSP00000367880	9606.ENSP00000217446	0	0	0	0	0.187	0.090	0.900	0.537	0.961
PIGO	PIGV	9606.ENSP00000367880	9606.ENSP00000363260	0	0	0	0	0.200	0.069	0	0.913	0.930
PIGO	TMEM165	9606.ENSP00000367880	9606.ENSP00000370736	0	0	0	0	0.060	0	0	0.513	0.522
PIGO	PIGW	9606.ENSP00000367880	9606.ENSP00000482202	0	0	0	0	0.042	0	0	0.836	0.837
PIGU	PIGW	9606.ENSP00000217446	9606.ENSP00000482202	0	0	0	0	0.058	0	0	0.564	0.571
PIGU	PIGV	9606.ENSP00000217446	9606.ENSP00000363260	0	0	0	0	0.107	0.070	0	0.663	0.696
PIGV	PIGW	9606.ENSP00000363260	9606.ENSP00000482202	0	0	0	0	0	0	0	0.878	0.878
PIGW	WLS	9606.ENSP00000482202	9606.ENSP00000346829	0	0	0	0	0	0.450	0	0	0.450
PIH1D3	ZMYND10	9606.ENSP00000441930	9606.ENSP00000231749	0	0	0	0	0.234	0	0	0.702	0.762
PIH1D3	RSPH3	9606.ENSP00000441930	9606.ENSP00000252655	0	0	0	0	0.092	0.065	0	0.540	0.575
PIH1D3	RSPH1	9606.ENSP00000441930	9606.ENSP00000291536	0	0	0	0	0.161	0	0	0.545	0.602
PIH1D3	RSPH9	9606.ENSP00000441930	9606.ENSP00000361238	0	0	0	0	0.181	0	0	0.446	0.526
PIK3R5	VAC14	9606.ENSP00000392812	9606.ENSP00000261776	0	0	0	0	0.050	0	0.540	0	0.544
PINK1	TARDBP	9606.ENSP00000364204	9606.ENSP00000240185	0	0	0	0	0	0	0	0.609	0.609
PINK1	SPG11	9606.ENSP00000364204	9606.ENSP00000261866	0	0	0	0	0.043	0	0	0.561	0.562
PINK1	WIPI2	9606.ENSP00000364204	9606.ENSP00000288828	0	0	0	0	0.158	0.073	0	0.443	0.527
PINK1	VPS35	9606.ENSP00000364204	9606.ENSP00000299138	0	0	0	0	0.042	0.088	0	0.846	0.854
PINK1	TBK1	9606.ENSP00000364204	9606.ENSP00000329967	0	0	0	0	0	0.046	0	0.564	0.566
PINK1	TIMM50	9606.ENSP00000364204	9606.ENSP00000445806	0	0	0	0	0	0.292	0	0.215	0.420
PINK1	VPS13C	9606.ENSP00000364204	9606.ENSP00000493560	0	0	0	0	0	0	0	0.654	0.654
PIP5K1C	PTPN23	9606.ENSP00000466363	9606.ENSP00000265562	0	0	0	0	0.393	0	0	0.078	0.416
PIP5K1C	PLCZ1	9606.ENSP00000466363	9606.ENSP00000266505	0	0	0	0	0.057	0.086	0.697	0.121	0.740
PIP5K1C	PLCB1	9606.ENSP00000466363	9606.ENSP00000338185	0	0	0	0	0	0	0.697	0.221	0.754
PIP5K1C	PLCH1	9606.ENSP00000466363	9606.ENSP00000345988	0	0	0	0	0.057	0.086	0.697	0.101	0.734
